AGENCYNAME,city,STATE,opbudget2019,opbudget_2021_2022,source
oak lawn police department,oak lawn,IL,68687610,"34,832,963",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
oak park police department,oak park,IL,24877758,"24,705,184",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
oak ridge police department,gainesville,TX,252000,890300,https://www.cityofoakridgetx.com/upload/page/0068/Budget%202021-2022.pdf
oakland borough police,oakland borough,NJ,4764100,,
oakland city police department,oakland,IN,5629306,418650,https://gateway.ifionline.org/report_builder/Default3a.aspx?rpttype=budget&rpt=DetailedExpenditures&rptName=Line-Item%20Budget%20Estimate
oakland county sheriff's office,pontiac,MI,163323596,67648000,https://policescorecard.org/
oakland police department,oakland,CA,317032689,335800000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
oakland police department,oakland,IL,145134,"150,548",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
oberlin police department,oberlin,LA,393200,339075,https://app.lla.state.la.us/publicreports.nsf/0/ff3f8c9fb0841172862588fc004e6a22/$file/000000ee.pdf?openelement&.7773098
obion police department,obion,TN,207735,,
ocala police department,ocala,FL,7753846,33511000,https://policescorecard.org/
occoquan police department,occoquan,VA,219427,,
ocean city police,ocean,MD,21800000,22005000,https://policescorecard.org/
ocean isle beach police department,ocean isle beach,NC,1200000,1532436,https://www.oibgov.com/files/documents/FY2021-2022Budget1316023442060821PM.pdf
ocean shores police department,ocean shores,WA,2149254,,
oceanside police department,oceanside,CA,58609026,68837735,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
ocoee police department,ocoee,FL,12500000,,
oconee county sheriff's office,walhalla,SC,15156846,12239000,https://policescorecard.org/
oconto falls police department,oconto falls,WI,694022,,
odessa police department,odessa,TX,28138120,29984000,https://policescorecard.org/
ogden city police department,ogden,UT,20075075,17321000,https://policescorecard.org/
ogden town police department,spencerport,NY,6640606,"1,740,996",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
ogdensburg police,ogdensburg,NJ,684165,,
oglala lakota county sheriff's office,hotsprings,SD,5679865,,
ogunquit police department,ogunquit,ME,11807816,1711000,https://policescorecard.org/
okaloosa county sheriff's office,shalimar,FL,68241490,52977000,https://policescorecard.org/
okarche police department,okarche,OK,5e+05,,
oklahoma city police department,oklahoma,OK,199753347,238000000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
oklahoma county sheriff's office,oklahoma,OK,83085747,11754000,https://policescorecard.org/
olathe police department,olathe,KS,29067583,,
old bridge police,old bridge,NJ,13394370,,
old fort police department,old fort,NC,4887457,"283,229",
old saybrook police services,old saybrook center,CT,4894257,,
old tappan police,old tappan,NJ,7324308,2129000,https://policescorecard.org/
oliver springs police department,oliver springs,TN,750000,760000,https://policescorecard.org/
olmsted falls police department,olmsted falls,OH,1881396,,
olney police department,olney,TX,676615,863205,https://www.cityofolneytx.com/sites/default/files/fileattachments/administration/page/2499/fy_2021-2022_budget_-_final.pdf
omaha police department,omaha,NE,164729279,170000000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
onaga police department,onaga,KS,93023,,
onalaska police department,onalaska,TX,574836,,
onawa police department,onawa,IA,3446222,453000,https://policescorecard.org/
oneida city police department,oneida,NY,2121258,"6,058,761",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
onondaga county sheriff's office,syracuse,NY,131376654,"27,981,390",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
onslow county sheriff's office,jacksonville,NC,20252760,53029566,https://www.onslowcountync.gov/ArchiveCenter/ViewFile/Item/1413
ontario police department,ontario,CA,99006979,102215948,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
ontario police department,ontario,WI,48000,,
oolitic police department,oolitic,IN,91211,,
opelousas police department,opelousas,LA,5281113,4261000,https://policescorecard.org/
oran police department,oran,MO,48000,,
orange county sheriff's department,santa ana,CA,753827208,1300000000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
orange county sheriff's office,orlando,FL,266837506,285126000,https://policescorecard.org/
orange county sheriff's office,hillsborough,NC,12983803,171758,https://www.orangecountync.gov/DocumentCenter/View/23668/Annual-Comprehensive-Financial-Report-for-Fiscal-Year-Ending-June-30-2022?bidId=
orange county sheriff's office,goshen,NY,61914653,"16,651,818",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
orange county sheriff's office,orange,TX,10640814,309234231,https://www.orangecountyfl.net/Portals/0/resource%20library/open%20government/Orange%20County%20FY%202021-22%20Budget%20Book.pdf
orange county sheriff's office,orange,VA,10468893,6896000,https://policescorecard.org/
orange police,orange,NJ,15127911,6228000,https://policescorecard.org/
orange police department,orange,CA,90818928,51003573,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
orange village police department,orange village,OH,2113562,,
orangeburg county sheriff's office,orangeburg,SC,7300000,11348000,https://policescorecard.org/
oregon city police department,oregon,OR,12050004,10554000,https://policescorecard.org/
orestes police department,orestes,IN,5423146,,
orland park police department,orland park,IL,21225841,22738000,https://policescorecard.org/
orland police department,orland,CA,9423850,2286948,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
orland police department,orland,IN,7991499,10400,https://gateway.ifionline.org/report_builder/Default3a.aspx?rpttype=budget&rpt=DetailedExpenditures&rptName=Line-Item%20Budget%20Estimate
orlando police department,orlando,FL,164406492,195300000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
orleans police department,orleans,MA,2538928,2690000,https://policescorecard.org/
ormond beach police department,ormond beach,FL,8900000,,
oro valley police department,oro valley,AZ,17531461,19721000,https://policescorecard.org/
orrick police department,orrick,MO,5241046,,
orrville police department,orrville,OH,2e+06,2454000,https://policescorecard.org/
osage beach police department,osage beach,MO,2614224,2391000,https://policescorecard.org/
osage county sheriff's office,linn,MO,6944232,2223843,https://www.osagebeach-mo.gov/ArchiveCenter/ViewFile/Item/2622
osage county sheriff's office,pawhuska,OK,1139260,,
osceola county sheriff's office,kissimmee,FL,77859764,59426000,https://policescorecard.org/
oshkosh police department,oshkosh,WI,13825700,,
ossining village police department,ossining,NY,17593729,"10,571,267",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
osyka police department,osyka,MS,4823852,,
otero county sheriff's office,la junta,CO,2128903,1024000,https://policescorecard.org/
otoe county sheriff's office,nebraska,NE,2300000,,
otsego police department,otsego,MI,840000,857000,https://policescorecard.org/
ottawa county sheriff's office,grand rapids,MI,34936781,22672000,https://policescorecard.org/
ottumwa police department,ottumwa,IA,5800000,5691000,https://policescorecard.org/
ouachita parish sheriff's office,monroe,LA,61520132,45871023,https://app.lla.la.gov/publicreports.nsf/0/10fa430400e10eac8625892c006ae04d/$file/00000664.pdf
overland park police department,overland park,KS,39644150,,
oxford borough police department,oxford borough,PA,1500000,"1,748,854",https://dced.pa.gov/local-government/municipal-statistics/
oxford county sheriff's office,south paris,ME,2257632,,
oxford police,oxford,MD,11327182,,
oxford police department,oxford,AL,9151911,9045000,https://policescorecard.org/
oxford police department,oxford,MI,779415,3200000,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
oxnard police department,oxnard,CA,5.8e+07,77038214,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
oyster bay cove village police department,oyster bay,NY,2100000,"3,139,062",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
pacific grove police department,pacific grove,CA,7652674,6959934,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
paducah police department,paducah,TX,6306961,7757105,https://citydocs.paducahky.gov/WebLink/DocView.aspx?id=327175&dbid=0&repo=City-of-Paducah
page county sheriff's office,luray,VA,7515195,,
paintsville police department,paintsville,KY,5e+05,432000,https://policescorecard.org/
palatine police department,palatine,IL,24605915,"24,712,530",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
palestine police department,palestine,IL,185000,"165,739",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
palm bay police department,palm bay,FL,22437189,20805000,https://policescorecard.org/
palm beach county sheriff's office,west palm beach,FL,440145000,500995000,https://policescorecard.org/
palm beach gardens police department,palm beach gardens,FL,6556893,30614000,https://policescorecard.org/
palm valley police department,palm valley,TX,295000,54400,https://palmvalleytx.com/wp-content/uploads/2021/09/2022-Budget-Worksheet.pdf
palmer township police department,easton,PA,5817419,5709537,https://dced.pa.gov/local-government/municipal-statistics/
palmyra borough police department,palmyra borough,PA,1409981,1578039,https://dced.pa.gov/local-government/municipal-statistics/
