assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,generated_pragmatic_obligations,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID-19_supplementals_for_overall_award,obligated_amount_from_COVID-19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,initial_report_date,last_modified_date
1550_2012DJBX0103_FY2012-2012DJBX0103-00-NON_16.738_00,ASST_NON_2012DJBX0103_1550,2012DJBX0103,00,FY2012-2012DJBX0103-00-NON,SAI NOT AVAILABLE,17211.00,17211.00,,,0.00,0.00,0.00,0.00,0.00,0.00,17211.00,,,,,,2012-07-13,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,JEFWHW4MYM55,787571918,CITY OF QUINCY,CITY OF QUINCY ILLINOIS,JEFWHW4MYM55,787571918,CITY OF QUINCY,"QUINCY, CITY OF",USA,UNITED STATES,730 MAINE STREET,,62367,QUINCY,17001,ADAMS,17,IL,ILLINOIS,62301,4002,IL-17,IL-15,,,,SINGLE ZIP CODE,USA,UNITED STATES,1762367,QUINCY,17001,ADAMS,17,ILLINOIS,623014002,IL-17,IL-15,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,"CITY - FIREARM SIMULATOR TRAINING ENHANCEMENT""COUNTY -  MOBILE DATA COMPUTER REPLACEMENT","CITY - FIREARM SIMULATOR TRAINING ENHANCEMENT""COUNTY -  MOBILE DATA COMPUTER REPLACEMENT",NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0103_1550/,2017-09-17,2012-09-12
1550_2012DJBX1110_FY2012-2012DJBX1110-00-NON_16.738_00,ASST_NON_2012DJBX1110_1550,2012DJBX1110,00,FY2012-2012DJBX1110-00-NON,SAI NOT AVAILABLE,34082.00,34082.00,,,0.00,0.00,0.00,0.00,0.00,0.00,34082.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,JDYXAB12QLG1,078792496,CITY OF TURLOCK,CITY OF TURLOCK,JDYXAB12QLG1,078792496,CITY OF TURLOCK,"TURLOCK, CITY OF",USA,UNITED STATES,156 S. BROADWAY,,80812,TURLOCK,06099,STANISLAUS,06,CA,CALIFORNIA,95380,5454,CA-18,CA-13,,,,SINGLE ZIP CODE,USA,UNITED STATES,0680812,TURLOCK,06099,STANISLAUS,06,CALIFORNIA,953805454,CA-18,CA-13,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,OPERATIONS - EQUIPMENT PURCHASE,OPERATIONS - EQUIPMENT PURCHASE,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1110_1550/,2017-09-17,2012-09-12
1550_2012DJBX0116_FY2012-2012DJBX0116-00-NON_16.738_00,ASST_NON_2012DJBX0116_1550,2012DJBX0116,00,FY2012-2012DJBX0116-00-NON,SAI NOT AVAILABLE,20257.00,20257.00,,,0.00,0.00,0.00,0.00,0.00,0.00,20257.00,,,,,,2012-07-13,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,W15UAS999K67,080308406,CITY OF FORT DODGE,WEBSTER COUNTY,W15UAS999K67,080308406,CITY OF FORT DODGE,"FORT DODGE, CITY OF",USA,UNITED STATES,702 1ST  AVENUE SOUTH,,28515,FORT DODGE,19187,WEBSTER,19,IA,IOWA,50501,4666,IA-04,IA-04,,,,SINGLE ZIP CODE,USA,UNITED STATES,1928515,FORT DODGE,19187,WEBSTER,19,IOWA,505014666,IA-04,IA-04,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,FORT DODGE - WEBSTER COUNTY JAG PROGRAM,FORT DODGE - WEBSTER COUNTY JAG PROGRAM,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0116_1550/,2017-09-17,2012-09-12
1550_2012DJBX0460_FY2012-2012DJBX0460-00-NON_16.738_00,ASST_NON_2012DJBX0460_1550,2012DJBX0460,00,FY2012-2012DJBX0460-00-NON,SAI NOT AVAILABLE,181975.00,181975.00,,,0.00,0.00,0.00,0.00,0.00,0.00,181975.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,RLG6JX7EGAG9,156132862,"AURORA, CITY OF",CITY OF AURORA,KVZATDBDECG8,075769703,"AURORA, CITY OF","AURORA, CITY OF",USA,UNITED STATES,15001 E. ALAMEDA PKWY.,,19740,AURORA,08005,ARAPAHOE,08,CO,COLORADO,80012,1554,CO-07,CO-06,,,,SINGLE ZIP CODE,USA,UNITED STATES,0819740,AURORA,08005,ARAPAHOE,08,COLORADO,800121554,CO-07,CO-06,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,FY 2012 JAG PROJECT,FY 2012 JAG PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0460_1550/,2017-09-17,2012-09-12
1550_2012DJBX0282_FY2012-2012DJBX0282-00-NON_16.738_00,ASST_NON_2012DJBX0282_1550,2012DJBX0282,00,FY2012-2012DJBX0282-00-NON,SAI NOT AVAILABLE,32334.00,32334.00,,,0.00,0.00,0.00,0.00,0.00,0.00,32334.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,Y7HEJWCK2277,086207859,HARRISON COUNTY COMMISSIONERS,HARRISON COUNTY COMMISSION,Y7HEJWCK2277,086207859,HARRISON COUNTY COMMISSIONERS,HARRISON COUNTY COMMISSIONERS INC,USA,UNITED STATES,301 WEST MAIN STREET,,15628,CLARKSBURG,54033,HARRISON,54,WV,WEST VIRGINIA,26301,2975,WV-01,WV-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,5415628,CLARKSBURG,54033,HARRISON,54,WEST VIRGINIA,263012975,WV-01,WV-02,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,HARRISON COUNTY & CLARKSBURG CITY FY 2012 JAG PROJECT,HARRISON COUNTY & CLARKSBURG CITY FY 2012 JAG PROJECT,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0282_1550/,2017-09-17,2012-09-12
1550_2012DJBX0973_FY2012-2012DJBX0973-00-NON_16.738_00,ASST_NON_2012DJBX0973_1550,2012DJBX0973,00,FY2012-2012DJBX0973-00-NON,SAI NOT AVAILABLE,34992.00,34992.00,,,0.00,0.00,0.00,0.00,0.00,0.00,34992.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,D3PDCEBCMU65,784381308,"CITY OF AUBURN, ALABAMA",CITY OF AUBURN,CCLUE1PKGBM5,001563725,"AUBURN, CITY OF","AUBURN, CITY OF",USA,UNITED STATES,144 TICHENOR AVE.,SUITE 1,03076,AUBURN,01081,LEE,01,AL,ALABAMA,36830,4803,AL-03,AL-03,,,,SINGLE ZIP CODE,USA,UNITED STATES,0103076,AUBURN,01081,LEE,01,ALABAMA,368304803,AL-03,AL-03,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,LAW ENFORCEMENT EQUIPMENT REPLACEMENT PROJECT,LAW ENFORCEMENT EQUIPMENT REPLACEMENT PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0973_1550/,2017-09-17,2012-09-12
1550_2012DJBX1104_FY2012-2012DJBX1104-00-NON_16.738_00,ASST_NON_2012DJBX1104_1550,2012DJBX1104,00,FY2012-2012DJBX1104-00-NON,SAI NOT AVAILABLE,381963.00,381963.00,,,0.00,0.00,0.00,0.00,0.00,0.00,381963.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,MPGYKQEJZ2E6,068872274,STOCKTON CITY OFCITY HALL,CITY OF STOCKTON,MPGYKQEJZ2E6,068872274,STOCKTON CITY OFCITY HALL,"STOCKTON, CITY OF",USA,UNITED STATES,425 N. EL DORADO,,75000,STOCKTON,06077,SAN JOAQUIN,06,CA,CALIFORNIA,95202,1997,CA-18,CA-09,,,,SINGLE ZIP CODE,USA,UNITED STATES,0675000,STOCKTON,06077,SAN JOAQUIN,06,CALIFORNIA,952021997,CA-18,CA-09,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,FIREARMS REDUCTION CONSORTIUM (FRC),FIREARMS REDUCTION CONSORTIUM (FRC),NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1104_1550/,2017-09-17,2012-09-12
1550_2012DJBX1155_FY2012-2012DJBX1155-00-NON_16.738_00,ASST_NON_2012DJBX1155_1550,2012DJBX1155,00,FY2012-2012DJBX1155-00-NON,SAI NOT AVAILABLE,18904.00,18904.00,,,0.00,0.00,0.00,0.00,0.00,0.00,18904.00,,,,,,2012-07-13,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,V2WBDQW98TP5,045746591,COUNTY OF GEORGETOWN,GEORGETOWN COUNTY,V2WBDQW98TP5,045746591,COUNTY OF GEORGETOWN,"GEORGETOWN, COUNTY OF",USA,UNITED STATES,715 PRINCE ST.,,28870,GEORGETOWN,45043,GEORGETOWN,45,SC,SOUTH CAROLINA,29442,1270,SC-01,SC-07,,,,SINGLE ZIP CODE,USA,UNITED STATES,4528870,GEORGETOWN,45043,GEORGETOWN,45,SOUTH CAROLINA,294421270,SC-01,SC-07,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,TECHNOLOGY AND EQUIPMENT ENHANCEMENT,TECHNOLOGY AND EQUIPMENT ENHANCEMENT,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1155_1550/,2017-09-17,2012-09-12
1550_2012DJBX1085_FY2012-2012DJBX1085-00-NON_16.738_00,ASST_NON_2012DJBX1085_1550,2012DJBX1085,00,FY2012-2012DJBX1085-00-NON,SAI NOT AVAILABLE,32957.00,32957.00,,,0.00,0.00,0.00,0.00,0.00,0.00,32957.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,LHPAGVTZTY47,614388841,CITY OF DOWNEY,CITY OF DOWNEY,JPBXF4648WA3,067790386,CITY OF DOWNEY,"DOWNEY, CITY OF (INC)",USA,UNITED STATES,10911 BROOKSHIRE AVE,,19766,DOWNEY,06037,LOS ANGELES,06,CA,CALIFORNIA,92887,3847,CA-34,CA-40,,,,SINGLE ZIP CODE,USA,UNITED STATES,0619766,YORBA LINDA,06059,ORANGE,06,CALIFORNIA,928873847,CA-34,CA-40,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,"OVERTIME FUNDING TO SUPPORT NEIGHBORHOOD PRESERVATION, SCHOOL RESOURCE OFFICER, AND CRIME SUPPRESSION PROGRAMS","OVERTIME FUNDING TO SUPPORT NEIGHBORHOOD PRESERVATION, SCHOOL RESOURCE OFFICER, AND CRIME SUPPRESSION PROGRAMS",NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1085_1550/,2017-09-17,2012-09-12
1550_2012VCGX0059_FY2012-2012VCGX0059-00-NON_16.576_00,ASST_NON_2012VCGX0059_1550,2012VCGX0059,00,FY2012-2012VCGX0059-00-NON,SAI NOT AVAILABLE,279000.00,279000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,279000.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,P48YKBCML619,809587900,SOCIAL SERVICES SOUTH DAKOTA DEPARTMENT,SOUTH DAKOTA DEPARTMENT OF SOCIAL SERVICES,PA32TLEZLKH7,077626729,STATE OF SOUTH DAKOTA,"SOUTH DAKOTA, STATE OF",USA,UNITED STATES,700 GOVERNORS DRIVE,,49600,PIERRE,46065,HUGHES,46,SD,SOUTH DAKOTA,57501,2291,SD-00,SD-00,,,,SINGLE ZIP CODE,USA,UNITED STATES,4649600,PIERRE,46065,HUGHES,46,SOUTH DAKOTA,575012291,SD-00,SD-00,,16.576,CRIME VICTIM COMPENSATION,,,04,,OVC FY12 VOCA VICTIM COMPENSATION FORMULA,OVC FY12 VOCA VICTIM COMPENSATION FORMULA,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012VCGX0059_1550/,2017-09-17,2012-09-12
1550_2012DJBX0859_FY2012-2012DJBX0859-00-NON_16.738_00,ASST_NON_2012DJBX0859_1550,2012DJBX0859,00,FY2012-2012DJBX0859-00-NON,SAI NOT AVAILABLE,48605.00,48605.00,,,0.00,0.00,0.00,0.00,0.00,0.00,48605.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,FTWNLMJ88VN6,159873371,CITY OF VISALIA,"VISALIA, CITY OF",VNUTNKQPF423,030999866,"VISALIA, CITY OF (INC)","VISALIA, CITY OF (INC)",USA,UNITED STATES,303 S. JOHNSON ST,,80154,TOWN CENTER,06107,TULARE,06,CA,CALIFORNIA,93291,6135,CA-21,CA-21,,,,SINGLE ZIP CODE,USA,UNITED STATES,0680154,VISALIA,06107,TULARE,06,CALIFORNIA,932916135,CA-21,CA-21,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,ACQUISITION OF UNFUNDED PATROL EQUIPMENT AND UPPER LEVEL MANAGEMENT DEVELOPMENT,ACQUISITION OF UNFUNDED PATROL EQUIPMENT AND UPPER LEVEL MANAGEMENT DEVELOPMENT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0859_1550/,2017-09-17,2012-09-12
1550_2011VFGXK002_FY2012-2011VFGXK002-01-NON_16.582_01,ASST_NON_2011VFGXK002_1550,2011VFGXK002,01,FY2013-2011VFGXK002-02-NON,SAI NOT AVAILABLE,100000.00,230000.00,,,84133.00,356532.00,0.00,0.00,0.00,0.00,100000.00,,,,,,2012-07-13,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-5041-000,015-5041,"41.0: Grants, subsidies, and contributions",0001: CRIME VICTIMS GRANTS AND ASSISTANCE,FQRHJA7NJQL7,142667265,INDIANA COALITION AGAINST SEXUAL ASSAULT,INDIANA COALITION AGAINST SEXUAL ASSAULT,,,,,USA,UNITED STATES,"26 NORTH ARSENAL, 3RD FLOOR",,36000,INDIANAPOLIS,18097,MARION,18,IN,INDIANA,46201,,IN-07,IN-07,,,,SINGLE ZIP CODE,USA,UNITED STATES,1836000,INDIANAPOLIS,18097,MARION,18,INDIANA,46201,IN-07,IN-07,,16.582,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS,,,05,,THE INDIANA VICTIM ASSISTANCE ACADEMY WILL SERVE VICTIM ADVOCATES AND VICTIM ASSISTANCE STATEWIDE WITH TRAINING TO ESTABLISH AN UNIFORM EDUCATION PRO,THE INDIANA VICTIM ASSISTANCE ACADEMY WILL SERVE VICTIM ADVOCATES AND VICTIM ASSISTANCE STATEWIDE WITH TRAINING TO ESTABLISH AN UNIFORM EDUCATION PRO,NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),C,,C,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2011VFGXK002_1550/,2017-09-17,2012-09-17
1550_2012DJBX0981_FY2012-2012DJBX0981-00-NON_16.738_00,ASST_NON_2012DJBX0981_1550,2012DJBX0981,00,FY2012-2012DJBX0981-00-NON,SAI NOT AVAILABLE,54102.00,54102.00,,,0.00,0.00,0.00,0.00,0.00,0.00,54102.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,JH66RERC8H73,188924823,"REDDING, CITY OF",CITY OF REDDING,GRWNHECLZHF1,073780413,"REDDING, CITY OF","REDDING, CITY OF",USA,UNITED STATES,777 CYPRESS AVENUE,,59920,REDDING,06089,SHASTA,06,CA,CALIFORNIA,96001,0602,CA-02,CA-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,0659920,REDDING,06089,SHASTA,06,CALIFORNIA,960010602,CA-02,CA-01,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,INTEGRATED PUBLIC SAFETY SYSTEM PROGRAM (IPSS),INTEGRATED PUBLIC SAFETY SYSTEM PROGRAM (IPSS),NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0981_1550/,2017-09-17,2012-09-12
1550_2012DJBX0439_FY2012-2012DJBX0439-00-NON_16.738_00,ASST_NON_2012DJBX0439_1550,2012DJBX0439,00,FY2012-2012DJBX0439-00-NON,SAI NOT AVAILABLE,13217.00,13217.00,,,0.00,0.00,0.00,0.00,0.00,0.00,13217.00,,,,,,2012-07-13,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,Y42KF6BHDWJ5,074170838,CITY OF ORANGE,CITY OF ORANGE,Y42KF6BHDWJ5,074170838,CITY OF ORANGE,CITY OF ORANGE,USA,UNITED STATES,803 W. GREEN,,54132,ORANGE,48361,ORANGE,48,TX,TEXAS,77630,5615,TX-08,TX-36,,,,SINGLE ZIP CODE,USA,UNITED STATES,4854132,ORANGE,48361,ORANGE,48,TEXAS,776305615,TX-08,TX-36,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,PATROL ENFORCEMENT EQUIPMENT PROJECT,PATROL ENFORCEMENT EQUIPMENT PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0439_1550/,2017-09-17,2012-09-12
1550_2012DJBX1173_FY2012-2012DJBX1173-00-NON_16.738_00,ASST_NON_2012DJBX1173_1550,2012DJBX1173,00,FY2012-2012DJBX1173-00-NON,SAI NOT AVAILABLE,39989.00,39989.00,,,0.00,0.00,0.00,0.00,0.00,0.00,39989.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,YMEYLK3W3YH5,078806056,CITY OF CARSON,CITY OF CARSON,YMEYLK3W3YH5,078806056,CITY OF CARSON,"CARSON, CITY OF",USA,UNITED STATES,701 E. CARSON STREET,,11530,CARSON,06037,LOS ANGELES,06,CA,CALIFORNIA,90746,2224,CA-37,CA-44,,,,SINGLE ZIP CODE,USA,UNITED STATES,0611530,CARSON,06037,LOS ANGELES,06,CALIFORNIA,907462224,CA-37,CA-44,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,LAW ENFORCEMENT PROGRAMS,LAW ENFORCEMENT PROGRAMS,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1173_1550/,2017-09-17,2012-09-12
1550_2012DJBX0837_FY2012-2012DJBX0837-00-NON_16.738_00,ASST_NON_2012DJBX0837_1550,2012DJBX0837,00,FY2012-2012DJBX0837-00-NON,SAI NOT AVAILABLE,13955.00,13955.00,,,0.00,0.00,0.00,0.00,0.00,0.00,13955.00,,,,,,2012-07-13,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,N6LCHKCKGJV7,627298516,CITY OF LAS VEGAS POLICE DEPARTMENT,CITY OF LAS VEGAS,K15QJ5B1EA11,021232723,CITY OF LAS VEGAS,"LAS VEGAS, CITY OF",USA,UNITED STATES,318 MORENO STREET,,39940,LAS VEGAS,35047,SAN MIGUEL,35,NM,NEW MEXICO,87701,0000,NM-03,NM-03,,,,SINGLE ZIP CODE,USA,UNITED STATES,3539940,LAS VEGAS,35047,SAN MIGUEL,35,NEW MEXICO,877010000,NM-03,NM-03,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,PEPPER BALL AND MOBILE EQUIPMENT PROJECT,PEPPER BALL AND MOBILE EQUIPMENT PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0837_1550/,2017-09-17,2012-09-12
1550_2012DJBX0483_FY2012-2012DJBX0483-00-NON_16.738_00,ASST_NON_2012DJBX0483_1550,2012DJBX0483,00,FY2012-2012DJBX0483-00-NON,SAI NOT AVAILABLE,32003.00,32003.00,,,0.00,0.00,0.00,0.00,0.00,0.00,32003.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,S3YADKL65BW3,007595648,CITY OF HAMMOND,CITY OF HAMMOND,XN5KAABL5SH8,072610678,CITY OF HAMMOND,"HAMMOND, CITY OF",USA,UNITED STATES,312 E. CHARLES ST,BOX 2788,32755,HAMMOND,22105,TANGIPAHOA,22,LA,LOUISIANA,70401,2788,LA-01,LA-05,,,,SINGLE ZIP CODE,USA,UNITED STATES,2232755,HAMMOND,22105,TANGIPAHOA,22,LOUISIANA,704012788,LA-01,LA-05,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,HAMMOND CITY FY 2012 JAG POLICE TECHNOLOGY ENHANCEMENT INITIATIVE,HAMMOND CITY FY 2012 JAG POLICE TECHNOLOGY ENHANCEMENT INITIATIVE,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0483_1550/,2017-09-17,2012-09-12
1550_2012DJBX0699_FY2012-2012DJBX0699-00-NON_16.738_00,ASST_NON_2012DJBX0699_1550,2012DJBX0699,00,FY2012-2012DJBX0699-00-NON,SAI NOT AVAILABLE,37949.00,37949.00,,,0.00,0.00,0.00,0.00,0.00,0.00,37949.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,WHGJQVMFSZE7,614103620,"ALEXANDRIA, CITY OF","CITY OF ALEXANDRIA, VA",DUS5BPME67V8,074853250,"ALEXANDRIA, CITY OF","ALEXANDRIA, CITY OF (VA)",USA,UNITED STATES,2003 MILL ROAD,,01000,ALEXANDRIA,51510,ALEXANDRIA,51,VA,VIRGINIA,22314,4658,VA-08,VA-08,,,,SINGLE ZIP CODE,USA,UNITED STATES,5101000,ALEXANDRIA,51510,ALEXANDRIA (CITY),51,VIRGINIA,223144658,VA-08,VA-08,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,PART I CRIME INTERVENTION AND INTERDICTION PROJECT,PART I CRIME INTERVENTION AND INTERDICTION PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0699_1550/,2017-09-17,2012-09-12
1550_2012DJBX0390_FY2012-2012DJBX0390-00-NON_16.738_00,ASST_NON_2012DJBX0390_1550,2012DJBX0390,00,FY2012-2012DJBX0390-00-NON,SAI NOT AVAILABLE,171117.00,171117.00,,,0.00,0.00,0.00,0.00,0.00,0.00,171117.00,,,,,,2012-07-13,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,Q1CDMR2KLPZ8,793611997,JEFFERSON PARISH SHERIFF,JEFFERSON PARISH SHERIFF,,,,,USA,UNITED STATES,1233 WESTBANK EXPRESSWAY,,33245,HARVEY,22051,JEFFERSON,22,LA,LOUISIANA,70058,4480,LA-01,LA-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,2233245,HARVEY,22051,JEFFERSON,22,LOUISIANA,700584480,LA-01,LA-02,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,JEFFERSON PARISH FY 2012 LAW ENFORCEMENT AND CRIME PREVENTION INITIATIVE,JEFFERSON PARISH FY 2012 LAW ENFORCEMENT AND CRIME PREVENTION INITIATIVE,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0390_1550/,2017-09-17,2012-09-12
